indice,titulacion,asignatura,especialidad,curso,semestre,grupo,tipo_de_grupo,profesor,dia_de_la_semana,hora_inicio,hora_fin
26,Grado en Ingenieria Informatica,Calculo,,Primer curso,Primer semestre,B,Teoria,David Cabezas Berrido,Viernes,10:30:00,11:30:00
27,Grado en Ingenieria Informatica,Calculo,,Primer curso,Primer semestre,7,Teoria,David Cabezas Berrido,Lunes,11:30:00,12:30:00
28,Grado en Ingenieria Informatica,Calculo,,Primer curso,Primer semestre,5,Teoria,David Cabezas Berrido,Jueves,11:30:00,12:30:00
29,Grado en Ingenieria Informatica,Calculo,,Primer curso,Primer semestre,4,Teoria,David Cabezas Berrido,Viernes,11:30:00,12:30:00
30,Grado en Ingenieria Informatica,Calculo,,Primer curso,Primer semestre,C,Teoria,David Cabezas Berrido,Miércoles,12:30:00,13:30:00
31,Grado en Ingenieria Informatica,Calculo,,Primer curso,Primer semestre,E,Teoria,David Cabezas Berrido,Martes,15:30:00,17:30:00
32,Grado en Ingenieria Informatica,Calculo,,Primer curso,Primer semestre,D,Teoria,David Cabezas Berrido,Miércoles,15:30:00,17:30:00
33,Grado en Ingenieria Informatica,Calculo,,Primer curso,Primer semestre,9,Teoria,David Cabezas Berrido,Jueves,15:30:00,16:30:00
34,Grado en Ingenieria Informatica,Calculo,,Primer curso,Primer semestre,D,Teoria,David Cabezas Berrido,Viernes,16:30:00,17:30:00
35,Grado en Ingenieria Informatica,Calculo,,Primer curso,Primer semestre,10,Teoria,David Cabezas Berrido,Lunes,17:30:00,18:30:00
36,Grado en Ingenieria Informatica,Calculo,,Primer curso,Primer semestre,12,Teoria,David Cabezas Berrido,Jueves,17:30:00,18:30:00
37,Grado en Ingenieria Informatica,Calculo,,Primer curso,Primer semestre,11,Teoria,David Cabezas Berrido,Martes,18:30:00,19:30:00
38,Grado en Ingenieria Informatica,Calculo,,Primer curso,Primer semestre,14,Teoria,David Cabezas Berrido,Miércoles,18:30:00,19:30:00
39,Grado en Ingenieria Informatica,Calculo,,Primer curso,Primer semestre,13,Teoria,David Cabezas Berrido,Viernes,18:30:00,19:30:00
40,Grado en Ingenieria Informatica,Calculo,,Primer curso,Primer semestre,B,Teoria,María Pilar Muñoz Rivas,Lunes,09:30:00,11:30:00
41,Grado en Ingenieria Informatica,Calculo,,Primer curso,Primer semestre,C,Teoria,María Pilar Muñoz Rivas,Martes,09:30:00,10:30:00
42,Grado en Ingenieria Informatica,Calculo,,Primer curso,Primer semestre,A,Teoria,María Pilar Muñoz Rivas,Miércoles,09:30:00,11:30:00
43,Grado en Ingenieria Informatica,Calculo,,Primer curso,Primer semestre,2,Teoria,María Pilar Muñoz Rivas,Jueves,09:30:00,10:30:00
44,Grado en Ingenieria Informatica,Calculo,,Primer curso,Primer semestre,A,Teoria,María Pilar Muñoz Rivas,Viernes,09:30:00,10:30:00
45,Grado en Ingenieria Informatica,Calculo,,Primer curso,Primer semestre,C,Teoria,María Pilar Muñoz Rivas,Lunes,10:30:00,11:30:00
46,Grado en Ingenieria Informatica,Calculo,,Primer curso,Primer semestre,B,Teoria,María Pilar Muñoz Rivas,Viernes,10:30:00,11:30:00
47,Grado en Ingenieria Informatica,Calculo,,Primer curso,Primer semestre,7,Teoria,María Pilar Muñoz Rivas,Lunes,11:30:00,12:30:00
48,Grado en Ingenieria Informatica,Calculo,,Primer curso,Primer semestre,5,Teoria,María Pilar Muñoz Rivas,Jueves,11:30:00,12:30:00
49,Grado en Ingenieria Informatica,Calculo,,Primer curso,Primer semestre,4,Teoria,María Pilar Muñoz Rivas,Viernes,11:30:00,12:30:00
50,Grado en Ingenieria Informatica,Calculo,,Primer curso,Primer semestre,C,Teoria,María Pilar Muñoz Rivas,Miércoles,12:30:00,13:30:00
51,Grado en Ingenieria Informatica,Calculo,,Primer curso,Primer semestre,E,Teoria,María Pilar Muñoz Rivas,Martes,15:30:00,17:30:00
52,Grado en Ingenieria Informatica,Calculo,,Primer curso,Primer semestre,D,Teoria,María Pilar Muñoz Rivas,Miércoles,15:30:00,17:30:00
53,Grado en Ingenieria Informatica,Calculo,,Primer curso,Primer semestre,9,Teoria,María Pilar Muñoz Rivas,Jueves,15:30:00,16:30:00
54,Grado en Ingenieria Informatica,Calculo,,Primer curso,Primer semestre,D,Teoria,María Pilar Muñoz Rivas,Viernes,16:30:00,17:30:00
55,Grado en Ingenieria Informatica,Calculo,,Primer curso,Primer semestre,10,Teoria,María Pilar Muñoz Rivas,Lunes,17:30:00,18:30:00
56,Grado en Ingenieria Informatica,Calculo,,Primer curso,Primer semestre,12,Teoria,María Pilar Muñoz Rivas,Jueves,17:30:00,18:30:00
57,Grado en Ingenieria Informatica,Calculo,,Primer curso,Primer semestre,11,Teoria,María Pilar Muñoz Rivas,Martes,18:30:00,19:30:00
58,Grado en Ingenieria Informatica,Calculo,,Primer curso,Primer semestre,14,Teoria,María Pilar Muñoz Rivas,Miércoles,18:30:00,19:30:00
59,Grado en Ingenieria Informatica,Calculo,,Primer curso,Primer semestre,13,Teoria,María Pilar Muñoz Rivas,Viernes,18:30:00,19:30:00
60,Grado en Ingenieria Informatica,Calculo,,Primer curso,Primer semestre,B,Practicas,Jerónimo Alaminos Prats,Lunes,09:30:00,11:30:00
61,Grado en Ingenieria Informatica,Calculo,,Primer curso,Primer semestre,C,Practicas,Jerónimo Alaminos Prats,Martes,09:30:00,10:30:00
62,Grado en Ingenieria Informatica,Calculo,,Primer curso,Primer semestre,A,Practicas,Jerónimo Alaminos Prats,Miércoles,09:30:00,11:30:00
63,Grado en Ingenieria Informatica,Calculo,,Primer curso,Primer semestre,2,Practicas,Jerónimo Alaminos Prats,Jueves,09:30:00,10:30:00
64,Grado en Ingenieria Informatica,Calculo,,Primer curso,Primer semestre,A,Practicas,Jerónimo Alaminos Prats,Viernes,09:30:00,10:30:00
65,Grado en Ingenieria Informatica,Calculo,,Primer curso,Primer semestre,C,Practicas,Jerónimo Alaminos Prats,Lunes,10:30:00,11:30:00
66,Grado en Ingenieria Informatica,Calculo,,Primer curso,Primer semestre,B,Practicas,Jerónimo Alaminos Prats,Viernes,10:30:00,11:30:00
67,Grado en Ingenieria Informatica,Calculo,,Primer curso,Primer semestre,7,Practicas,Jerónimo Alaminos Prats,Lunes,11:30:00,12:30:00
68,Grado en Ingenieria Informatica,Calculo,,Primer curso,Primer semestre,5,Practicas,Jerónimo Alaminos Prats,Jueves,11:30:00,12:30:00
69,Grado en Ingenieria Informatica,Calculo,,Primer curso,Primer semestre,4,Practicas,Jerónimo Alaminos Prats,Viernes,11:30:00,12:30:00
70,Grado en Ingenieria Informatica,Calculo,,Primer curso,Primer semestre,C,Practicas,Jerónimo Alaminos Prats,Miércoles,12:30:00,13:30:00
71,Grado en Ingenieria Informatica,Calculo,,Primer curso,Primer semestre,E,Practicas,Jerónimo Alaminos Prats,Martes,15:30:00,17:30:00
72,Grado en Ingenieria Informatica,Calculo,,Primer curso,Primer semestre,D,Practicas,Jerónimo Alaminos Prats,Miércoles,15:30:00,17:30:00
73,Grado en Ingenieria Informatica,Calculo,,Primer curso,Primer semestre,9,Practicas,Jerónimo Alaminos Prats,Jueves,15:30:00,16:30:00
74,Grado en Ingenieria Informatica,Calculo,,Primer curso,Primer semestre,D,Practicas,Jerónimo Alaminos Prats,Viernes,16:30:00,17:30:00
75,Grado en Ingenieria Informatica,Calculo,,Primer curso,Primer semestre,10,Practicas,Jerónimo Alaminos Prats,Lunes,17:30:00,18:30:00
76,Grado en Ingenieria Informatica,Calculo,,Primer curso,Primer semestre,12,Practicas,Jerónimo Alaminos Prats,Jueves,17:30:00,18:30:00
77,Grado en Ingenieria Informatica,Calculo,,Primer curso,Primer semestre,11,Practicas,Jerónimo Alaminos Prats,Martes,18:30:00,19:30:00
78,Grado en Ingenieria Informatica,Calculo,,Primer curso,Primer semestre,14,Practicas,Jerónimo Alaminos Prats,Miércoles,18:30:00,19:30:00
79,Grado en Ingenieria Informatica,Calculo,,Primer curso,Primer semestre,13,Practicas,Jerónimo Alaminos Prats,Viernes,18:30:00,19:30:00
80,Grado en Ingenieria Informatica,Calculo,,Primer curso,Primer semestre,B,Practicas,David Cabezas Berrido,Lunes,09:30:00,11:30:00
81,Grado en Ingenieria Informatica,Calculo,,Primer curso,Primer semestre,C,Practicas,David Cabezas Berrido,Martes,09:30:00,10:30:00
82,Grado en Ingenieria Informatica,Calculo,,Primer curso,Primer semestre,A,Practicas,David Cabezas Berrido,Miércoles,09:30:00,11:30:00
83,Grado en Ingenieria Informatica,Calculo,,Primer curso,Primer semestre,2,Practicas,David Cabezas Berrido,Jueves,09:30:00,10:30:00
84,Grado en Ingenieria Informatica,Calculo,,Primer curso,Primer semestre,A,Practicas,David Cabezas Berrido,Viernes,09:30:00,10:30:00
85,Grado en Ingenieria Informatica,Calculo,,Primer curso,Primer semestre,C,Practicas,David Cabezas Berrido,Lunes,10:30:00,11:30:00
86,Grado en Ingenieria Informatica,Calculo,,Primer curso,Primer semestre,B,Practicas,David Cabezas Berrido,Viernes,10:30:00,11:30:00
87,Grado en Ingenieria Informatica,Calculo,,Primer curso,Primer semestre,7,Practicas,David Cabezas Berrido,Lunes,11:30:00,12:30:00
88,Grado en Ingenieria Informatica,Calculo,,Primer curso,Primer semestre,5,Practicas,David Cabezas Berrido,Jueves,11:30:00,12:30:00
89,Grado en Ingenieria Informatica,Calculo,,Primer curso,Primer semestre,4,Practicas,David Cabezas Berrido,Viernes,11:30:00,12:30:00
90,Grado en Ingenieria Informatica,Calculo,,Primer curso,Primer semestre,C,Practicas,David Cabezas Berrido,Miércoles,12:30:00,13:30:00
91,Grado en Ingenieria Informatica,Calculo,,Primer curso,Primer semestre,E,Practicas,David Cabezas Berrido,Martes,15:30:00,17:30:00
92,Grado en Ingenieria Informatica,Calculo,,Primer curso,Primer semestre,D,Practicas,David Cabezas Berrido,Miércoles,15:30:00,17:30:00
93,Grado en Ingenieria Informatica,Calculo,,Primer curso,Primer semestre,9,Practicas,David Cabezas Berrido,Jueves,15:30:00,16:30:00
94,Grado en Ingenieria Informatica,Calculo,,Primer curso,Primer semestre,D,Practicas,David Cabezas Berrido,Viernes,16:30:00,17:30:00
95,Grado en Ingenieria Informatica,Calculo,,Primer curso,Primer semestre,10,Practicas,David Cabezas Berrido,Lunes,17:30:00,18:30:00
96,Grado en Ingenieria Informatica,Calculo,,Primer curso,Primer semestre,12,Practicas,David Cabezas Berrido,Jueves,17:30:00,18:30:00
97,Grado en Ingenieria Informatica,Calculo,,Primer curso,Primer semestre,11,Practicas,David Cabezas Berrido,Martes,18:30:00,19:30:00
98,Grado en Ingenieria Informatica,Calculo,,Primer curso,Primer semestre,14,Practicas,David Cabezas Berrido,Miércoles,18:30:00,19:30:00
99,Grado en Ingenieria Informatica,Calculo,,Primer curso,Primer semestre,13,Practicas,David Cabezas Berrido,Viernes,18:30:00,19:30:00
100,Grado en Ingenieria Informatica,Calculo,,Primer curso,Primer semestre,B,Practicas,María Pilar Muñoz Rivas,Lunes,09:30:00,11:30:00
101,Grado en Ingenieria Informatica,Calculo,,Primer curso,Primer semestre,C,Practicas,María Pilar Muñoz Rivas,Martes,09:30:00,10:30:00
102,Grado en Ingenieria Informatica,Calculo,,Primer curso,Primer semestre,A,Practicas,María Pilar Muñoz Rivas,Miércoles,09:30:00,11:30:00
103,Grado en Ingenieria Informatica,Calculo,,Primer curso,Primer semestre,2,Practicas,María Pilar Muñoz Rivas,Jueves,09:30:00,10:30:00
104,Grado en Ingenieria Informatica,Calculo,,Primer curso,Primer semestre,A,Practicas,María Pilar Muñoz Rivas,Viernes,09:30:00,10:30:00
105,Grado en Ingenieria Informatica,Calculo,,Primer curso,Primer semestre,C,Practicas,María Pilar Muñoz Rivas,Lunes,10:30:00,11:30:00
106,Grado en Ingenieria Informatica,Calculo,,Primer curso,Primer semestre,B,Practicas,María Pilar Muñoz Rivas,Viernes,10:30:00,11:30:00
107,Grado en Ingenieria Informatica,Calculo,,Primer curso,Primer semestre,7,Practicas,María Pilar Muñoz Rivas,Lunes,11:30:00,12:30:00
108,Grado en Ingenieria Informatica,Calculo,,Primer curso,Primer semestre,5,Practicas,María Pilar Muñoz Rivas,Jueves,11:30:00,12:30:00
109,Grado en Ingenieria Informatica,Calculo,,Primer curso,Primer semestre,4,Practicas,María Pilar Muñoz Rivas,Viernes,11:30:00,12:30:00
110,Grado en Ingenieria Informatica,Calculo,,Primer curso,Primer semestre,C,Practicas,María Pilar Muñoz Rivas,Miércoles,12:30:00,13:30:00
111,Grado en Ingenieria Informatica,Calculo,,Primer curso,Primer semestre,E,Practicas,María Pilar Muñoz Rivas,Martes,15:30:00,17:30:00
112,Grado en Ingenieria Informatica,Calculo,,Primer curso,Primer semestre,D,Practicas,María Pilar Muñoz Rivas,Miércoles,15:30:00,17:30:00
113,Grado en Ingenieria Informatica,Calculo,,Primer curso,Primer semestre,9,Practicas,María Pilar Muñoz Rivas,Jueves,15:30:00,16:30:00
114,Grado en Ingenieria Informatica,Calculo,,Primer curso,Primer semestre,D,Practicas,María Pilar Muñoz Rivas,Viernes,16:30:00,17:30:00
115,Grado en Ingenieria Informatica,Calculo,,Primer curso,Primer semestre,10,Practicas,María Pilar Muñoz Rivas,Lunes,17:30:00,18:30:00
116,Grado en Ingenieria Informatica,Calculo,,Primer curso,Primer semestre,12,Practicas,María Pilar Muñoz Rivas,Jueves,17:30:00,18:30:00
117,Grado en Ingenieria Informatica,Calculo,,Primer curso,Primer semestre,11,Practicas,María Pilar Muñoz Rivas,Martes,18:30:00,19:30:00
118,Grado en Ingenieria Informatica,Calculo,,Primer curso,Primer semestre,14,Practicas,María Pilar Muñoz Rivas,Miércoles,18:30:00,19:30:00
119,Grado en Ingenieria Informatica,Calculo,,Primer curso,Primer semestre,13,Practicas,María Pilar Muñoz Rivas,Viernes,18:30:00,19:30:00
120,Grado en Ingenieria Informatica,Calculo,,Primer curso,Primer semestre,B,Practicas,Abraham Rueda Zoca,Lunes,09:30:00,11:30:00
121,Grado en Ingenieria Informatica,Calculo,,Primer curso,Primer semestre,C,Practicas,Abraham Rueda Zoca,Martes,09:30:00,10:30:00
122,Grado en Ingenieria Informatica,Calculo,,Primer curso,Primer semestre,A,Practicas,Abraham Rueda Zoca,Miércoles,09:30:00,11:30:00
123,Grado en Ingenieria Informatica,Calculo,,Primer curso,Primer semestre,2,Practicas,Abraham Rueda Zoca,Jueves,09:30:00,10:30:00
124,Grado en Ingenieria Informatica,Calculo,,Primer curso,Primer semestre,A,Practicas,Abraham Rueda Zoca,Viernes,09:30:00,10:30:00
125,Grado en Ingenieria Informatica,Calculo,,Primer curso,Primer semestre,C,Practicas,Abraham Rueda Zoca,Lunes,10:30:00,11:30:00
126,Grado en Ingenieria Informatica,Calculo,,Primer curso,Primer semestre,B,Practicas,Abraham Rueda Zoca,Viernes,10:30:00,11:30:00
127,Grado en Ingenieria Informatica,Calculo,,Primer curso,Primer semestre,7,Practicas,Abraham Rueda Zoca,Lunes,11:30:00,12:30:00
128,Grado en Ingenieria Informatica,Calculo,,Primer curso,Primer semestre,5,Practicas,Abraham Rueda Zoca,Jueves,11:30:00,12:30:00
129,Grado en Ingenieria Informatica,Calculo,,Primer curso,Primer semestre,4,Practicas,Abraham Rueda Zoca,Viernes,11:30:00,12:30:00
130,Grado en Ingenieria Informatica,Calculo,,Primer curso,Primer semestre,C,Practicas,Abraham Rueda Zoca,Miércoles,12:30:00,13:30:00
131,Grado en Ingenieria Informatica,Calculo,,Primer curso,Primer semestre,E,Practicas,Abraham Rueda Zoca,Martes,15:30:00,17:30:00
132,Grado en Ingenieria Informatica,Calculo,,Primer curso,Primer semestre,D,Practicas,Abraham Rueda Zoca,Miércoles,15:30:00,17:30:00
133,Grado en Ingenieria Informatica,Calculo,,Primer curso,Primer semestre,9,Practicas,Abraham Rueda Zoca,Jueves,15:30:00,16:30:00
134,Grado en Ingenieria Informatica,Calculo,,Primer curso,Primer semestre,D,Practicas,Abraham Rueda Zoca,Viernes,16:30:00,17:30:00
135,Grado en Ingenieria Informatica,Calculo,,Primer curso,Primer semestre,10,Practicas,Abraham Rueda Zoca,Lunes,17:30:00,18:30:00
136,Grado en Ingenieria Informatica,Calculo,,Primer curso,Primer semestre,12,Practicas,Abraham Rueda Zoca,Jueves,17:30:00,18:30:00
137,Grado en Ingenieria Informatica,Calculo,,Primer curso,Primer semestre,11,Practicas,Abraham Rueda Zoca,Martes,18:30:00,19:30:00
138,Grado en Ingenieria Informatica,Calculo,,Primer curso,Primer semestre,14,Practicas,Abraham Rueda Zoca,Miércoles,18:30:00,19:30:00
139,Grado en Ingenieria Informatica,Calculo,,Primer curso,Primer semestre,13,Practicas,Abraham Rueda Zoca,Viernes,18:30:00,19:30:00
140,Grado en Ingenieria Informatica,Fundamentos Fisicos y Tecnologicos,,Primer curso,Primer semestre,1,Teoria,Pedro Cartujo Cassinello,Lunes,09:30:00,11:30:00
141,Grado en Ingenieria Informatica,Fundamentos Fisicos y Tecnologicos,,Primer curso,Primer semestre,3,Teoria,Pedro Cartujo Cassinello,Martes,09:30:00,11:30:00
142,Grado en Ingenieria Informatica,Fundamentos Fisicos y Tecnologicos,,Primer curso,Primer semestre,7,Teoria,Pedro Cartujo Cassinello,Miércoles,09:30:00,11:30:00
143,Grado en Ingenieria Informatica,Fundamentos Fisicos y Tecnologicos,,Primer curso,Primer semestre,B,Teoria,Pedro Cartujo Cassinello,Jueves,09:30:00,10:30:00
144,Grado en Ingenieria Informatica,Fundamentos Fisicos y Tecnologicos,,Primer curso,Primer semestre,2,Teoria,Pedro Cartujo Cassinello,Viernes,10:30:00,12:30:00
145,Grado en Ingenieria Informatica,Fundamentos Fisicos y Tecnologicos,,Primer curso,Primer semestre,6,Teoria,Pedro Cartujo Cassinello,Lunes,11:30:00,13:30:00
146,Grado en Ingenieria Informatica,Fundamentos Fisicos y Tecnologicos,,Primer curso,Primer semestre,8,Teoria,Pedro Cartujo Cassinello,Martes,11:30:00,13:30:00
147,Grado en Ingenieria Informatica,Fundamentos Fisicos y Tecnologicos,,Primer curso,Primer semestre,A,Teoria,Pedro Cartujo Cassinello,Miércoles,11:30:00,13:30:00
148,Grado en Ingenieria Informatica,Fundamentos Fisicos y Tecnologicos,,Primer curso,Primer semestre,4,Teoria,Pedro Cartujo Cassinello,Jueves,11:30:00,13:30:00
149,Grado en Ingenieria Informatica,Fundamentos Fisicos y Tecnologicos,,Primer curso,Primer semestre,14,Teoria,Pedro Cartujo Cassinello,Miércoles,15:30:00,17:30:00
150,Grado en Ingenieria Informatica,Fundamentos Fisicos y Tecnologicos,,Primer curso,Primer semestre,9,Teoria,Pedro Cartujo Cassinello,Lunes,17:30:00,19:30:00
151,Grado en Ingenieria Informatica,Fundamentos Fisicos y Tecnologicos,,Primer curso,Primer semestre,10,Teoria,Pedro Cartujo Cassinello,Martes,17:30:00,19:30:00
152,Grado en Ingenieria Informatica,Fundamentos Fisicos y Tecnologicos,,Primer curso,Primer semestre,11,Teoria,Pedro Cartujo Cassinello,Miércoles,17:30:00,19:30:00
153,Grado en Ingenieria Informatica,Fundamentos Fisicos y Tecnologicos,,Primer curso,Primer semestre,D,Teoria,Pedro Cartujo Cassinello,Jueves,17:30:00,19:30:00
154,Grado en Ingenieria Informatica,Fundamentos Fisicos y Tecnologicos,,Primer curso,Primer semestre,12,Teoria,Pedro Cartujo Cassinello,Viernes,17:30:00,19:30:00
155,Grado en Ingenieria Informatica,Fundamentos Fisicos y Tecnologicos,,Primer curso,Primer semestre,1,Teoria,Ignacio Melchor Ferrer,Lunes,09:30:00,11:30:00
156,Grado en Ingenieria Informatica,Fundamentos Fisicos y Tecnologicos,,Primer curso,Primer semestre,3,Teoria,Ignacio Melchor Ferrer,Martes,09:30:00,11:30:00
157,Grado en Ingenieria Informatica,Fundamentos Fisicos y Tecnologicos,,Primer curso,Primer semestre,7,Teoria,Ignacio Melchor Ferrer,Miércoles,09:30:00,11:30:00
158,Grado en Ingenieria Informatica,Fundamentos Fisicos y Tecnologicos,,Primer curso,Primer semestre,B,Teoria,Ignacio Melchor Ferrer,Jueves,09:30:00,10:30:00
159,Grado en Ingenieria Informatica,Fundamentos Fisicos y Tecnologicos,,Primer curso,Primer semestre,2,Teoria,Ignacio Melchor Ferrer,Viernes,10:30:00,12:30:00
160,Grado en Ingenieria Informatica,Fundamentos Fisicos y Tecnologicos,,Primer curso,Primer semestre,6,Teoria,Ignacio Melchor Ferrer,Lunes,11:30:00,13:30:00
161,Grado en Ingenieria Informatica,Fundamentos Fisicos y Tecnologicos,,Primer curso,Primer semestre,8,Teoria,Ignacio Melchor Ferrer,Martes,11:30:00,13:30:00
162,Grado en Ingenieria Informatica,Fundamentos Fisicos y Tecnologicos,,Primer curso,Primer semestre,A,Teoria,Ignacio Melchor Ferrer,Miércoles,11:30:00,13:30:00
163,Grado en Ingenieria Informatica,Fundamentos Fisicos y Tecnologicos,,Primer curso,Primer semestre,4,Teoria,Ignacio Melchor Ferrer,Jueves,11:30:00,13:30:00
164,Grado en Ingenieria Informatica,Fundamentos Fisicos y Tecnologicos,,Primer curso,Primer semestre,14,Teoria,Ignacio Melchor Ferrer,Miércoles,15:30:00,17:30:00
165,Grado en Ingenieria Informatica,Fundamentos Fisicos y Tecnologicos,,Primer curso,Primer semestre,9,Teoria,Ignacio Melchor Ferrer,Lunes,17:30:00,19:30:00
166,Grado en Ingenieria Informatica,Fundamentos Fisicos y Tecnologicos,,Primer curso,Primer semestre,10,Teoria,Ignacio Melchor Ferrer,Martes,17:30:00,19:30:00
167,Grado en Ingenieria Informatica,Fundamentos Fisicos y Tecnologicos,,Primer curso,Primer semestre,11,Teoria,Ignacio Melchor Ferrer,Miércoles,17:30:00,19:30:00
168,Grado en Ingenieria Informatica,Fundamentos Fisicos y Tecnologicos,,Primer curso,Primer semestre,D,Teoria,Ignacio Melchor Ferrer,Jueves,17:30:00,19:30:00
169,Grado en Ingenieria Informatica,Fundamentos Fisicos y Tecnologicos,,Primer curso,Primer semestre,12,Teoria,Ignacio Melchor Ferrer,Viernes,17:30:00,19:30:00
170,Grado en Ingenieria Informatica,Fundamentos Fisicos y Tecnologicos,,Primer curso,Primer semestre,1,Teoria,José Luis Padilla De la Torre,Lunes,09:30:00,11:30:00
171,Grado en Ingenieria Informatica,Fundamentos Fisicos y Tecnologicos,,Primer curso,Primer semestre,3,Teoria,José Luis Padilla De la Torre,Martes,09:30:00,11:30:00
172,Grado en Ingenieria Informatica,Fundamentos Fisicos y Tecnologicos,,Primer curso,Primer semestre,7,Teoria,José Luis Padilla De la Torre,Miércoles,09:30:00,11:30:00
173,Grado en Ingenieria Informatica,Fundamentos Fisicos y Tecnologicos,,Primer curso,Primer semestre,B,Teoria,José Luis Padilla De la Torre,Jueves,09:30:00,10:30:00
174,Grado en Ingenieria Informatica,Fundamentos Fisicos y Tecnologicos,,Primer curso,Primer semestre,2,Teoria,José Luis Padilla De la Torre,Viernes,10:30:00,12:30:00
175,Grado en Ingenieria Informatica,Fundamentos Fisicos y Tecnologicos,,Primer curso,Primer semestre,6,Teoria,José Luis Padilla De la Torre,Lunes,11:30:00,13:30:00
176,Grado en Ingenieria Informatica,Fundamentos Fisicos y Tecnologicos,,Primer curso,Primer semestre,8,Teoria,José Luis Padilla De la Torre,Martes,11:30:00,13:30:00
177,Grado en Ingenieria Informatica,Fundamentos Fisicos y Tecnologicos,,Primer curso,Primer semestre,A,Teoria,José Luis Padilla De la Torre,Miércoles,11:30:00,13:30:00
178,Grado en Ingenieria Informatica,Fundamentos Fisicos y Tecnologicos,,Primer curso,Primer semestre,4,Teoria,José Luis Padilla De la Torre,Jueves,11:30:00,13:30:00
